business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,main_category,sub_category_1,sub_category_2
Ltx8EbTGiUlWLzZeoCzBXQ,Larson Air,"3975 W Quail Ave, Ste 6",Las Vegas,NV,89118,36.0840555,-115.1929417,2.0,23,Internet Cafes,Local Services,Home Cleaning
1S7y_SyqPQ0xMjaXvpnc1A,Bernard Dunn Professional Tattooing,5075 Arville St,Las Vegas,NV,89118,36.0983675059,-115.19927823,5.0,6,Beauty & Spas,Tattoo,""
XXCIO_TXCE1uQWPLrJ9wZA,"Glow, a Mandara Spa",3801 Las Vegas Blvd S,Las Vegas,NV,89109,36.099039,-115.17044,3.0,36,Beauty & Spas,Massage,Skin Care
vP5HGZdVs5oi7K7n50mV-A,Average Broz Gymnasium,"9155 Las Vegas Blvd S, Ste 232",Las Vegas,NV,89123,36.0221071,-115.1762434,5.0,12,Trainers,Gymnastics,Health & Medical
Q3eG_tjEQX1gybBcvfG-gQ,Tickets & Tours,,Las Vegas,NV,,36.175,-115.136389,1.0,4,Tours,Hotels & Travel,""
etZN1NdWAEmB-mDrF5C5zg,Trent Black Photography,3220 Mason Ave,Las Vegas,NV,89102,36.1560561,-115.1857459,5.0,7,Event Planning & Services,Photographers,Session Photography
3S5bhV0K2FoqIOjIuIEmcA,Sweet Nails,"8665 W Flamingo Rd, Ste 122",Las Vegas,NV,89147,36.1138469,-115.2806243,4.0,79,Eyelash Service,Beauty & Spas,Waxing
d2IDbGP7tT8C6vBtxdpmLg,Baja Fresh,5757 Wayne Newton Blvd,Las Vegas,NV,89135,36.0854286,-115.149927,2.5,42,Tex-Mex,Restaurants,Fast Food
fK5Rp-sNcqNASHrTB50wzg,Hair Club,"500 North Rainbow Blvd, Ste 200",Las Vegas,NV,89107,36.1780972,-115.2414278,3.0,5,Cosmetic Surgeons,Beauty & Spas,Medical Spas
76V_WiVIz7sT99EIl0N5qg,Bob Baskin Park,2700 W Oakey Blvd,Las Vegas,NV,89102,36.151883,-115.177896,4.0,10,Parks,Active Life,""
YZP5PdrDUrfIrHCGuVZTRQ,Dooney & Bourke,785 Grand Central Pkwy,Las Vegas,NV,89106,36.1644232,-115.1588222,3.5,9,Luggage,Shopping,""
adtEYGplWAteWaH9XONXmQ,Cameo,3000 Paradise Rd,Las Vegas,NV,89109,36.1364308,-115.1523363,5.0,16,Performing Arts,Arts & Entertainment,""
b3z314J6wktaNVblxumiug,First Creek Trail,Red Rock National Conservation Area,Las Vegas,NV,89161,36.081490783,-115.447989202,4.5,21,Hiking,Active Life,""
o2jLTWHQE6iN3zqWV7VE7g,U-Haul Neighborhood Dealer,8777 W Warm Springs Rd,Las Vegas,NV,89148,36.054033,-115.2827349,4.0,4,Local Services,Shopping,Packing Supplies
aFGwKY--0UKHwDEIS57Wag,Keller Hearing,"5741 S Fort Apache, Ste 120",Las Vegas,NV,89148,36.0840427,-115.2989588,5.0,11,Hearing Aid Providers,Health & Medical,Home Health Care
5dM2tvunchnujTtmYFG51Q,Charming Charlie - Las Vegas,"400 S Rampart Blvd, Ste 120",Las Vegas,NV,89145,36.1674807071,-115.286576785,3.5,18,Jewelry,Shopping,Fashion
wxoH9eqO--i3l9R5ZFFhfQ,"Richard D Washinsky, MD",9410 Del Webb Blvd,Las Vegas,NV,89134,36.2110493,-115.2995351,3.0,5,Internal Medicine,Family Practice,Doctors
2Zy04tfy3BeUko5HYDB_Nw,Water Heater Paramedics,,Las Vegas,NV,89134,36.2085091,-115.3133908,5.0,17,Home Services,Plumbing,Water Heater Installation/Repair
HUKbH7r9TBJPri6LJbBKtw,Tacos Mexico,1800 Las Vegas Blvd S,Las Vegas,NV,89104,36.1500208,-115.1537167,3.0,116,Restaurants,Mexican,""
Ad_-9GuDFTEjAsSQ3PXLOw,Subway,1750 N Buffalo Dr,Las Vegas,NV,89128,36.1906225,-115.2588414,3.0,10,Sandwiches,Restaurants,Fast Food
nRJqR2eA8Zg2E_ZKuK5SDw,"Timothy D Francis, DC - Chiropractic Kinesiology",7473 W Lake Blvd,Las Vegas,NV,89128,36.1945983,-115.2566462,4.5,7,Health & Medical,Chiropractors,""
90h1bowwVRAnXJjGHz8MmA,Uceda School,"2785 E Desert Inn Rd, Ste 100",Las Vegas,NV,89121,36.1298247,-115.1154952,4.0,4,Education,Adult Education,Test Preparation
NByq1UbOltEmAWTmWb3LxQ,Butterfly Kisses,8645 W Sahara Ave,Las Vegas,NV,89117,36.125917,-115.280853,5.0,5,Permanent Makeup,Eyelash Service,Beauty & Spas
DD5CjA4mGyE33bzli7uZEA,First Baptist Church of the Lakes,9125 Spring Mountain Rd,Las Vegas,NV,89117,36.1252306,-115.2908827,3.5,5,Churches,Religious Organizations,""
05OUuoInL-o8Ed-7z_cIUg,Yaya Life,"4632 S Maryland Pkwy, Ste 16",Las Vegas,NV,89119,36.1049744,-115.1359993,4.5,20,Discount Store,Convenience Stores,Shopping
MqdyrBn-zyHqUtz0wtnZlg,Arkham Comics Las Vegas,1720 E Charleston Blvd,Las Vegas,NV,89104,36.1574953,-115.127019,5.0,20,Shopping,Books,Mags
5xEZbmMOEFaDPD_6PQOb5w,Peccole Family Dental,"7720 W Sahara Ave, Ste 110",Las Vegas,NV,89117,36.1448341595,-115.259098755,4.0,10,General Dentistry,Orthodontists,Dentists
zsYYAnHEs5qzsfazSsGkBw,Diya Eyebrow Threading,"3441 W Sahara Ave, Ste D2-D3",Las Vegas,NV,89102,36.1434763,-115.1873789,4.5,97,Threading Services,Beauty & Spas,Eyebrow Services
1Pkun7mItH_38Ekdg2uTLA,McMillan & McMillan Painting,"2799 E Tropicana Ave, Ste G",Las Vegas,NV,89121,36.0998645425,-115.112379715,5.0,40,Contractors,Home Services,Painters
Md6895ZtS3FA8a0pUaH6nw,America,3790 Las Vegas Blvd S,Las Vegas,NV,89109,36.102003,-115.175161,3.0,452,American (Traditional),Restaurants,Breakfast & Brunch
ko5CXmY_iQHSBRQzAAJLaw,Le Savon,3555 S Las Vegas Blvd,Las Vegas,NV,89109,36.124073,-115.168179,3.0,43,Beauty & Spas,Shopping,Kitchen & Bath
Xj7DIGRHEchJ-VVdISazQQ,Javier's,3730 Las Vegas Blvd S,Las Vegas,NV,89109,36.1073254139,-115.176578961,4.0,1042,Nightlife,Mexican,Bars
RMthEAmpgrLDJnR3zqSLOA,Enterprise Rent-A-Car,6770 Redwood St,Las Vegas,NV,89118,36.065137,-115.236329,3.5,5,Car Dealers,Hotels & Travel,Automotive
qR4i9npt7e-SchlgDqcajw,Rainbow,141 N Nellis Blvd,Las Vegas,NV,89110,36.1624462,-115.0638158,2.0,4,Women's Clothing,Shopping,Fashion
ooGNL9afm60YWATcn553Sw,Hotai Furniture,4681 Spring Mountain Rd,Las Vegas,NV,89102,36.1259,-115.204784,4.0,14,Home & Garden,Furniture Stores,Shopping
0jg8dKyShTzFYSEa-Wb-RA,PetSmart,5915 S Eastern Ave,Las Vegas,NV,89119,36.0815516326,-115.121650622,3.0,49,Pet Training,Pet Services,Pets
tDfeaFWq4Rzy9zu0Y2HnaQ,Lamps Plus,"8800 W Charleston Blvd, Ste 17",Las Vegas,NV,89117,36.161319,-115.288599,4.0,46,Home Decor,Home & Garden,Home Services
1iNQJRq8l5x6UcPEK1_NyA,Professional Driving Academy,,Las Vegas,NV,89103,36.233048,-115.246776,5.0,8,Departments of Motor Vehicles,Driving Schools,Education
mylMX82Er_ZxSMT14m31Cg,Long Life Fighter Gym,2900 E Patrick Ln,Las Vegas,NV,89120,36.079498,-115.110967,5.0,4,Recreation Centers,Active Life,""
8-3KobaEdbM0E7ohdWphHw,Empire Mechanical,,Las Vegas,NV,89133,36.18,-115.14,3.0,4,Contractors,Home Services,""
Z1Wuve_Dcer3rjml0eNVZA,Sparkle Car Wash,9780 W Tropicana Ave,Las Vegas,NV,89147,36.100628,-115.305876,2.5,151,Car Wash,Auto Detailing,Automotive
Ko1do9kPPYNkPHqc9n_6_Q,Xpress Cuts and Rapunzel Reinvented,450 E Silverado Ranch Blvd,Las Vegas,NV,89183,36.0132673,-115.1539972,3.5,17,Beauty & Spas,Barbers,Hair Extensions
eyySc1sa8GnhH6S3WTrtsg,SuperPawn,2300 E Charleston Blvd,Las Vegas,NV,89104,36.158436,-115.11729,3.5,3,Jewelry,Pawn Shops,Shopping
fq6qlXprwSzSUr0RKE_0rA,Taco Maker,3200 Las Vegas Blvd S,Las Vegas,NV,89109,36.1276833853,-115.169024559,3.0,17,Mexican,Restaurants,""
Uz-P4O2dia6KovjypHwS7A,Rogue Toys,2115 South Rainbow Blvd,Las Vegas,NV,89146,36.1481084,-115.2436496,4.5,35,Toy Stores,Shopping,""
X6jKCn5FoRiJ1t7y4CWc7Q,UPS Customer Center,740 N Martin Luther King Blvd,Las Vegas,NV,89106,36.1778257241,-115.159292221,2.5,23,Shipping Centers,Local Services,""
jfEIDDmJohu-CUpB4t8ykA,Great Clips,6125 W Tropicana Ave,Las Vegas,NV,89103,36.099403331,-115.226627699,2.5,22,Hair Salons,Beauty & Spas,""
h19bR52xQ9fQWGMTSbjnbw,BG Bistro,"6160 W Tropicana Ave, STE-8",Las Vegas,NV,89103,36.1011439,-115.2274256,4.5,125,Ethnic Food,American (Traditional),Food
u12EUBQJoPDtyPQyKa7zTw,Sicilian Pizza II,1322 Fremont St,Las Vegas,NV,89101,36.1646616,-115.1307212,1.5,3,Pizza,Restaurants,""
35tWXOOJpWB2feUAEJyJyg,Taco Bell,8150 Blue Diamond Rd,Las Vegas,NV,89113,36.0428531408,-115.179848671,3.5,7,Restaurants,Fast Food,Mexican
At9D2gVHRy9uRj4FNeZO3Q,Harmony Dental,"1825 Village Center Cir, Ste 150",Las Vegas,NV,89134,36.1929637,-115.301286,4.5,13,General Dentistry,Health & Medical,Dentists
JXWDWoW4dDGcbaU2BQq8Og,La Playita Restaurant,2238 N Pecos Rd,Las Vegas,NV,89115,36.1999961,-115.0980788,4.5,22,Mexican,Seafood,Restaurants
9OiVyGNUxJ-z93TvUvyrnA,Horse Haven Ranch,8390 Haven St,Las Vegas,NV,89123,36.037466,-115.167241,2.0,3,Horse Boarding,Pets,""
uSB0fH55lobpipg_S14PLw,Children's Memorial Park,6601 West Gowan Rd,Las Vegas,NV,89108,36.2253601024,-115.241732597,3.5,10,Parks,Active Life,Playgrounds
h72AsjSTT3dPzYejT57mdQ,Sidney Wilson Personal Training,"5693 S Jones Blvd, Ste 103",Las Vegas,NV,89118,36.0861742305,-115.226145709,4.5,57,Active Life,Weight Loss Centers,Gyms
3OcNWCV7VrJu1qRGWEPBsg,The Club At LAS Terminal 1,"5757 Wayne Newton Blvd, Concourse D, Terminal 1",Las Vegas,NV,89119,36.082106,-115.13707,3.0,48,Airport Lounges,Nightlife,Bars
GQ9WqvuOKi0RaVJBFlDClg,Nailed and Lashed,"8320 W Sahara Ave, Ste 110",Las Vegas,NV,89117,36.1447509,-115.2729566,4.0,78,Nail Salons,Beauty & Spas,Eyelash Service
dXolV2ijdw-l-wOmYeRsvg,Kidville,"420 S Rampart Blvd, Ste 130",Las Vegas,NV,89145,36.1671901,-115.2855925,3.0,25,Preschools,Local Services,Gyms
ZM6AnLb5UIWj17AdyKTGgg,Ky Henry MD Faap,6850 N Durango Dr,Las Vegas,NV,89149,36.2857688,-115.2853389,5.0,4,Health & Medical,Doctors,""
qexsY0ReWTheWXG4Jx8BVw,ADS Garage Doors,,Las Vegas,NV,89123,36.0163694,-115.1583546,5.0,16,Home Services,Home & Garden,Garage Door Services
mUdalYTuAtnZm2K9zoH27Q,L'Atelier de Joël Robuchon,3799 Las Vegas Blvd S,Las Vegas,NV,89109,36.1026258276,-115.170397887,4.5,974,French,Restaurants,""
JBUvn2MtZpqPDNrLqMO_zw,Shapiro & Sher Group,"1215 S Fort Apache Rd, Ste 210",Las Vegas,NV,89117,36.1569306,-115.292677,3.0,8,Real Estate Services,Home Services,Real Estate
a_TfmuLIHsRDyg7aVJQCBQ,Bank of America,4910 S Fort Apache Rd,Las Vegas,NV,89148,36.0995915313,-115.296678668,2.5,22,Banks & Credit Unions,Financial Services,""
BpOsHF3VUeiZhzvP2BLuSw,PSI Seminars - Las Vegas,4001 S Decatur Blvd,Las Vegas,NV,89147,36.1157908801,-115.208641061,3.0,6,Professional Services,Life Coach,Active Life
XdOe2KpMYJNC2glEnOBuzw,Bella-Scarpa,3645 Las Vegas Blvd S,Las Vegas,NV,89109,36.1142773,-115.1709763,2.5,7,Shoe Stores,Shopping,Fashion
ExmNkXe7SrjuVt9-z6ur3w,US Energy Windows & Doors,6176 West Charleston Blvd,Las Vegas,NV,89146,36.1593780266,-115.227091102,4.5,10,Windows Installation,Home Services,Glass & Mirrors
8Yz1eFsaUy-ny3B6YZDOrg,Outback Steakhouse,7380 Las Vegas Blvd S,Las Vegas,NV,89123,36.0557884597,-115.171590209,3.5,243,Restaurants,Steakhouses,""
QhwkOku7-G5J6NLPyL3vsg,Primal Fitness,,Las Vegas,NV,89148,36.0612353,-115.2896852,5.0,3,Nutritionists,Trainers,Health & Medical
bzDkUbT-VM9b_yny9eR8FQ,Verizon Authorized Retailer - GoWireless,"7150 N Durango Dr, Ste 140",Las Vegas,NV,89149,36.2915228997,-115.286310911,3.0,11,Internet Service Providers,Professional Services,Shopping
We8W2HzEggexC6EnQe8uVg,Blitz Boba,,Las Vegas,NV,89101,36.1697096,-115.1236952,5.0,37,Bubble Tea,Event Planning & Services,Caterers
lTixk1IT-D4hoMZ6LgoyHQ,The Barrymore,99 Convention Center Dr,Las Vegas,NV,89109,36.132034,-115.1626637,4.0,820,Restaurants,American (New),Steakhouses
Ob9UdkRAfTe5g6BFwDyOpA,Global Nightlife Crawl,"2700 Las Vegas Blvd S, Unit 3203",Las Vegas,NV,89109,36.138943,-115.161629,3.5,6,Hotels & Travel,Nightlife,Bars
dKdApYVFDSNYsNOso6NYlA,White Castle,3411 S Las Vegas Blvd,Las Vegas,NV,89109,36.1208167322,-115.17205102,3.0,987,Fast Food,Breakfast & Brunch,Restaurants
LXd_baf-l2NeQtb3txqEhw,Faith Harmer - Urban Nest Realty,"10220 W Charleston Blvd, Ste 3",Las Vegas,NV,89135,36.1605031,-115.3188741,5.0,23,Real Estate Services,Home Services,Real Estate
Ei21gZXbsXbJlWL0QxLVzA,Domino's Pizza,3395 E Tropicana Ave,Las Vegas,NV,89121,36.0996825,-115.1014581,2.5,27,Chicken Wings,Pizza,Restaurants
CYu-lT_IpXpUgheeQR7PPA,Siegel Suites,2000 Paradise Rd,Las Vegas,NV,89104,36.147154,-115.153292,3.0,7,Hotels & Travel,Apartments,Hotels
r-jaMF7dyyaiOXlcmQJRdQ,Jersey Mike's Subs,"1772 S Rainbow Blvd, Ste 120",Las Vegas,NV,89146,36.1523324,-115.2428249,3.5,36,Restaurants,Delis,Sandwiches
C2tt_-1YE4X2T7azXEF7IQ,Costco Food Court,6555 N Decatur Blvd,Las Vegas,NV,89131,36.2785510488,-115.209889315,4.5,20,Fashion,Restaurants,Department Stores
l6_9qBH_cr7xtgcQmUoyVA,Cardiovascular Surgery of Southern Nevada,"5320 S Rainbow Blvd, Ste 282",Las Vegas,NV,89118,36.091824,-115.2420592,3.5,5,Health & Medical,Doctors,Cardiologists
W5_KFDLpMHadeSsH4Ebr2Q,Flo-Pro Plumbing Heating & Air Conditioning,"4125 Arctic Spring Ave, Ste 11",Las Vegas,NV,89115,36.2359584,-115.078853,4.5,19,Plumbing,Water Purification Services,Water Heater Installation/Repair
8T0SdZbbfBI6B3o2uDIJuA,It's Just Lunch,,Las Vegas,NV,89169,36.1295416,-115.1325897,3.0,4,Local Services,"",""
8KsMtzkmKgNsiVWyeeYQYw,Las Vegas Chinatown Plaza,"4255 Spring Mountain Rd, Ste C201",Las Vegas,NV,89102,36.1254312,-115.1969657,3.5,49,Shopping Centers,Chinese,Shopping
T-xnbRI5waBsqukYLed82A,Ding Tea Las Vegas,"4725 Spring Mountain Rd, Ste F",Las Vegas,NV,89102,36.1255979,-115.205231,4.0,35,Coffee & Tea,Food,Ice Cream & Frozen Yogurt
-EWJNNVi_3xHjwPfgYDvGg,Bijin Aesthetics,"2001 S Rainbow Blvd, Ste 100",Las Vegas,NV,89146,36.1491831,-115.2439802,5.0,4,Beauty & Spas,Skin Care,""
FAaHGkBEDuDE0uIq3-s9-g,Leah Hisatake - King of Condos,322 Karen Ave,Las Vegas,NV,89109,36.1410138,-115.1527942,5.0,10,Real Estate Agents,Real Estate,Home Services
9vG7UBYjYLDNb3VS1EZqEw,Simply Skin Las Vegas,"6670 S Tenaya Way, Ste 190",Las Vegas,NV,89113,36.0671343,-115.2510426,5.0,227,Doctors,Hair Removal,Day Spas
PMhkoOr5299uumA7-OhdCQ,SHOW READY Salon,"7155 S Rainbow Blvd, Ste 209",Las Vegas,NV,89113,36.0563775,-115.2659777,4.5,9,Beauty & Spas,Eyelash Service,Waxing
AurgTYGyCItvvgFp9NQBag,Subway,"9196 W Cheyenne Ave, Ste 101",Las Vegas,NV,89129,36.2194087,-115.2968576,2.5,11,Restaurants,Sandwiches,Fast Food
0X-iSvSMcrn2oGrRfTCOpA,Bow Wow Meow Pet Grooming,"7121 W Craig Rd, Ste 104",Las Vegas,NV,89129,36.2392241,-115.249437,4.5,25,Pet Services,Pets,Pet Groomers
ZeUwYKjJ4Omazc9hhLIfUw,Lee's Discount Liquor,4230 S Rainbow Blvd,Las Vegas,NV,89103,36.1117948892,-115.24176721,3.5,72,Beer,Wine & Spirits,Food
PFOI6fYIgkyTs8olqsJLpg,Las Vegas Taekwondo Studio,"6370 W Flamingo Rd, Ste 21",Las Vegas,NV,89103,36.115157,-115.2320144,5.0,5,Fitness & Instruction,Taekwondo,Martial Arts
DQlLXcBYhKriBx0X4ssjvg,Masquerade Bar,3700 W Flamingo Rd,Las Vegas,NV,89103,36.1164972189,-115.186988893,3.5,13,Bars,Nightlife,""
ufzbtlL7JxYwgb8w40rMcg,Roxi Floral,,Las Vegas,NV,89146,36.135635,-115.2304131,5.0,10,Flowers & Gifts,Florists,Shopping
Zp_VEAtFMgZWUhUc1WR6Zw,Evo Cafe,"3310 S Jones Blvd, Ste G",Las Vegas,NV,89146,36.1283321,-115.2243244,4.5,12,Arts & Entertainment,Arcades,Food
ncEJaX_79zZGSS1NQNzu4A,McDonald's,10590 Southern Highlands Pkwy,Las Vegas,NV,89141,35.9989018527,-115.207045227,1.5,73,Fast Food,Restaurants,Burgers
YihEVSNOreGegUxlgol5nA,Legends Ranch,8213 Rancho Destino Rd,Las Vegas,NV,89123,36.040123,-115.166218,4.0,10,Wedding Planning,Pets,Event Planning & Services
cKXMA7AoyvrFKaZzNOp0nA,Tuscany Gardens,255 E Flamingo Rd,Las Vegas,NV,89169,36.1133965,-115.1600873,4.0,102,Restaurants,Desserts,Italian
DPmZTwZuknnVPAeIGJq5SA,Lee's Sandwiches,"7537 S Rainbow Blvd, Ste 104",Las Vegas,NV,89139,36.0516237,-115.244128,3.5,80,Vietnamese,Sandwiches,Restaurants
2-piM4HDzQh0vJQY3pjQ9g,LV Tattoo,"25 Fremont St, Ste 210",Las Vegas,NV,89101,36.170978,-115.145447,4.0,26,Beauty & Spas,Tattoo,Piercing
PvHjX1JBeoThJaZV0pfBPw,Ted Wiens Tire & Auto,4435 W Wigwam Ave,Las Vegas,NV,89139,36.0347997,-115.200186,3.0,87,Auto Repair,Wheel & Rim Repair,Tires
wcXqGgZDlnyEyEmtEZ8-zw,Big Burgers & Pizza,8450 Westcliff Dr,Las Vegas,NV,89145,36.174425,-115.277036,3.5,5,Cheesesteaks,Restaurants,Burgers
bB03LhjmP4_CIIzd_zyVng,Vegas Theatre Hub,705 N Las Vegas Blvd,Las Vegas,NV,89101,36.1762793225,-115.136703663,5.0,5,Performing Arts,Arts & Entertainment,""
OzpQtRYQyma3Ji5kxHCQCg,Snap Fitness,"8011 N Durango Dr, Ste 130",Las Vegas,NV,89131,36.306341,-115.2786097,3.0,11,Active Life,Fitness & Instruction,Gyms
gtaGi0Bj0InEQD3vySK38A,A Cruzin' Clip Mobile Grooming,5701 Negril Ave,Las Vegas,NV,89130,36.2715338,-115.2202643,3.0,4,Pet Groomers,Pets,Pet Services
G4kjVxvELxj54mBwyXQdMQ,John Floyd Painting,,Las Vegas,NV,89122,36.1067341,-115.0406679,5.0,6,Contractors,Pressure Washers,Painters
suFSckaQV8NmND7dytpf4w,Kabob Korner,"730 E Flamingo Rd, Ste 7",Las Vegas,NV,89119,36.1151245,-115.1480267,3.5,97,Bars,Restaurants,Nightlife
S5RLqt9XkvZxoTMKXuF-MA,Starbucks,"5757 Wayne Newton Blvd, Terminal C, Gate 16",Las Vegas,NV,89119,36.0804871456,-115.14672403,2.5,174,Coffee & Tea,Food,""
fT-plcnRCSbFD62unYxH-w,Dunkin' Donuts,"3350 E Tropicana Ave, Ste C2",Las Vegas,NV,89121,36.1005270562,-115.102162445,3.0,37,Food,Donuts,Coffee & Tea
2OiE9c4-1uCu9CC-Oe_6Aw,Shepherd Eye Center,3575 Pecos Mcleod,Las Vegas,NV,89121,36.124455,-115.108396,4.0,22,Ophthalmologists,Pediatricians,Optometrists
vugrV0cSoUGfS1Ef_mF7nQ,Outpost Saloon,2200 N Rainbow Blvd,Las Vegas,NV,89108,36.1999286,-115.2420055,3.5,23,Casinos,Restaurants,American (Traditional)
JK1-sIQaiE0KQUUhNhBaLA,Regis Signature Salon,3000 Paradise Rd,Las Vegas,NV,89109,36.1362575,-115.1512526,2.5,3,Beauty & Spas,Hair Salons,""
mAH4ICtKLyDOtQzQnyMHPQ,Public Storage,1881 N Decatur Blvd,Las Vegas,NV,89108,36.193241,-115.207253,4.0,15,Local Services,Self Storage,""
EoilqJK44GKMDIMk8UmInA,Nevada Title Company,"2500 N Buffalo Dr, Ste 150",Las Vegas,NV,89128,36.205487,-115.259855,3.5,6,Real Estate Services,Home Services,Real Estate
_XzQ1BOmqEW5DTzJDR8kkw,South Shore Barber Shop,8558 W Lake Mead Blvd,Las Vegas,NV,89128,36.1992322,-115.2812551,4.0,3,Beauty & Spas,Barbers,""
jVEZ8XkN3DiNk5AL8F9UGQ,Jeffs Auto & Truck Repair,,Las Vegas,NV,89102,36.1462673,-115.1829873,2.5,4,RV Repair,Automotive,Auto Repair
Nd9FOg4dQjthPx0CX29hkw,BCBGMAXAZRIA Factory,795 S Grand Central Pkwy,Las Vegas,NV,89106,36.1635951,-115.1570109,3.5,5,Shopping,Fashion,Accessories
C9F6Ofjc6MzisNHHCkWaEw,Autozone,840 N Lamb Blvd,Las Vegas,NV,89110,36.1789232,-115.0810583,3.5,3,Auto Parts & Supplies,Automotive,""
ENZe3SPtVn4Mfg1PrT4HZw,Mayweather Boxing Club,4020 Schiff Dr,Las Vegas,NV,89103,36.1248635,-115.1934373,4.0,25,Active Life,Gyms,Boxing
9li2xKBUybR_7JGiCwo6Gg,Pizza N Pizza,3480 S Maryland Pkwy,Las Vegas,NV,89169,36.1259335,-115.1352534,3.5,26,Pizza,Restaurants,""
niuHdk9fwX0IJG1zMAHcig,Jack In the Box,580 N Eastern Ave,Las Vegas,NV,89101,36.1732568546,-115.115798858,4.5,3,Fast Food,Restaurants,Burgers
rPgoHzOQpR83-RDKFA17Fw,Kirby Service of Las Vegas,"5643 W Charleston Blvd, Ste 10",Las Vegas,NV,89146,36.1580832,-115.2185529,4.5,11,Appliances & Repair,Home Services,Local Services
_X7DZK842wnM4SiiZB0C6A,Dean Industries,4205 W Tompkins Ave,Las Vegas,NV,89103,36.1041696,-115.1964104,3.5,7,Home Services,Roofing,Contractors
I4-91z3MQBoVA9F0o4xuGg,Sienna Entertainment,3565 S Las Vegas Blvd,Las Vegas,NV,89103,36.114496,-115.218846,4.5,55,Party & Event Planning,Event Planning & Services,Travel Services
cC_yy42_rw_0V8ZfWg11Iw,Tabic's Sewing Machines,"1000 E Charleston Blvd, Ste 104",Las Vegas,NV,89104,36.1581927,-115.1406783,4.0,9,Appliances & Repair,Local Services,Fashion
1zJy4AA_hXFWhYRmQyUSHg,Bare Escentuals Outlet,"755 Grand Central Pkwy, Ste 2105, Las Vegas Premium Outlets",Las Vegas,NV,89106,36.1652344,-115.1557533,4.5,13,Beauty & Spas,Cosmetics & Beauty Supply,Shopping
F_T3AHGDFgJQXSCjX3fjaA,Troy Fletcher Insurance,,Las Vegas,NV,89123,36.0357492,-115.1533426,5.0,3,Insurance,Financial Services,""
qN3NcJZj_1zlYm_kkxR9YQ,The Cooling Company,"4055 E Post Rd, Ste A",Las Vegas,NV,89120,36.074275,-115.085079,4.5,91,Local Services,Home Services,Plumbing
TFUd4JrGh0mGbbNJa8-hZQ,Rock n Brew,4455 Paradise Rd,Las Vegas,NV,89169,36.1102226,-115.155311,4.0,4,Festivals,Arts & Entertainment,Local Flavor
MYaLtNJUzDNty9REUt2daA,Games Workshop,4270 Blue Diamond Rd,Las Vegas,NV,89139,36.0387328702,-115.198691227,3.5,3,Hobby Shops,Shopping,""
Wvi3VZnyhld_9LHdZ8w6uw,Designer Kitchens & Baths,"6380 S Valley View Blvd, Ste 302",Las Vegas,NV,89118,36.0739410315,-115.189532944,4.0,6,Interior Design,Shopping,Home Services
c_jxFudI6Gejrm0uF5me1A,Desert Wildlife National Refuge,Hcr 38 Box 700,Las Vegas,NV,89124,36.4382486207,-115.358917974,4.5,13,Active Life,Hiking,""
pd9zEKWDp0NKSj7ebRMr4w,Yogurtland,"2272 S Nellis Blvd, Ste 4",Las Vegas,NV,89142,36.1451884226,-115.063087357,4.0,13,Local Flavor,Ice Cream & Frozen Yogurt,Desserts
Nw_-4DFjYK6BDG0CwNwSvQ,Pizza Hut,"6510 Boulder Hwy, Bldg F, Suite 102",Las Vegas,NV,89122,36.0832757188,-115.032299456,2.0,32,Restaurants,Italian,Pizza
t3d1UzPxKaG9QMApIkhE9g,SoClean,,Las Vegas,NV,89141,35.9718100849,-115.307378769,5.0,7,Home Cleaning,Contractors,Pool & Hot Tub Service
n8s5fS-Wy0OiWbSB1NtGNw,Maintenance Masters,"7575 W Washington Ave, Ste 127",Las Vegas,NV,89128,36.1805335,-115.2577339,5.0,9,Plumbing,Handyman,Landscaping
Z1YaY_qnupcsiGMGyh1zOA,We Mount TVs,,Las Vegas,NV,89113,36.0563775,-115.2659777,5.0,48,Shopping,Electronics,Handyman
-3zffZUHoY8bQjGfPSoBKQ,Michael Mina,3600 S Las Vegas Blvd,Las Vegas,NV,89109,36.11199,-115.177001,4.0,590,Seafood,Bars,Nightlife
wy6pYrWtiGrktOpUmsvCHQ,Chipotle Mexican Grill,"3377 Las Vegas Blvd S, Ste 2191",Las Vegas,NV,89109,36.1213292383,-115.168500101,3.0,19,Fast Food,Mexican,Restaurants
MCbjELt7hrwkz47Gn2YDzQ,Five Star Plumbing,"9850 S Maryland Pkwy, Ste A5-284",Las Vegas,NV,89183,36.0107866,-115.1339535,2.0,6,Home Services,Plumbing,""
ZClWqTUgU03ZDGIru8jajg,Celebrity Tailor & Alterations,8225 W Sahara Ave,Las Vegas,NV,89117,36.1433102,-115.2703795,3.5,15,Shopping,Local Services,Bridal
Yrrn25CEOiUrXWtsFh4bFA,AP Mobile Auto Repair,,Las Vegas,NV,89108,36.233048,-115.246776,5.0,4,Automotive,Auto Repair,Auto Detailing
KhCsiTCtuROKqp-RtQw_5g,Las Vegas Eye Institute,"9555 S Eastern Ave, Ste 260",Las Vegas,NV,89123,36.01578,-115.1194884,4.5,14,Doctors,Laser Eye Surgery/Lasik,Health & Medical
BkwCSU4RrH0qDHthDK8mtQ,Jennifer Romas' Sexxy,3000 Paradise Rd,Las Vegas,NV,89109,36.1362575,-115.1512526,5.0,189,Resorts,Hotels & Travel,Hotels
